Unless stated otherwise the Canmore dataset contains Ordnance Survey derived data which is delivered through Canmore website under the terms of the OPEN GOVERNMENT End User Licence.
http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf
"Canmore-download-Mon, 04 Nov 2019 10:12:48 +0000.csv"


CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"28479","NO13NE 14","Hangie's Stone","Standing Stone (Prehistoric)","315750","735570","PERTH AND KINROSS","PERTHSHIRE","CARGILL","NO 1575 3557","http://canmore.org.uk/site/28479",
"28496","NO13NE 3","Meikleour","Stone(S) (Period Unassigned)","315990","738490","PERTH AND KINROSS","PERTHSHIRE","CAPUTH","NO 1599 3849","http://canmore.org.uk/site/28496",
"28632","NO13SE 9","St Martins","Standing Stone(S) (Prehistoric)","315950","731220","PERTH AND KINROSS","PERTHSHIRE","ST MARTINS","NO 1595 3122","http://canmore.org.uk/site/28632",
"28639","NO13SW 15","Blackfaulds","Stone Circle (Neol/bronze Age)","314130","731670","PERTH AND KINROSS","PERTHSHIRE","ST MARTINS","NO 1413 3167","http://canmore.org.uk/site/28639",
"28643","NO13SW 19","Colen","Cup Marked Stone (Prehistoric), Stone Circle (Neol/bronze Age)","311060","731160","PERTH AND KINROSS","PERTHSHIRE","ST MARTINS","NO 1106 3116","http://canmore.org.uk/site/28643",
"28645","NO13SW 20","Druids' Seat Wood","Stone Circle (Neol/bronze Age)","312480","731320","PERTH AND KINROSS","PERTHSHIRE","ST MARTINS","NO 1248 3132","http://canmore.org.uk/site/28645",
"28706","NO14NE 10","Kynballoch","Stone Circle (Neol/bronze Age)","317900","749500","PERTH AND KINROSS","PERTHSHIRE","RATTRAY","NO 179 495","http://canmore.org.uk/site/28706",
"28709","NO14NE 13","Broad Moss","Stone Circle(S) (Neol/bronze Age)","319800","747620","PERTH AND KINROSS","PERTHSHIRE","RATTRAY","NO 1980 4762","http://canmore.org.uk/site/28709",
"28789","NO14NE 9","Woodside","Standing Stone (Prehistoric)","318220","749510","PERTH AND KINROSS","PERTHSHIRE","RATTRAY","NO 1822 4951","http://canmore.org.uk/site/28789",
"28811","NO14NW 29","Gormack Muir","Four Poster Stone Circle (Bronze Age)","311730","747510","PERTH AND KINROSS","PERTHSHIRE","KINLOCH","NO 1173 4751","http://canmore.org.uk/site/28811",
"30679","NO23SW 3","Bandirran","Stone Circle (Neol/bronze Age)","320910","730990","PERTH AND KINROSS","PERTHSHIRE","COLLACE","NO 2091 3099","http://canmore.org.uk/site/30679",
"30699","NO24NE 20","Burnside","Standing Stone (Prehistoric)","325540","748860","PERTH AND KINROSS","PERTHSHIRE","ALYTH","NO 2554 4886","http://canmore.org.uk/site/30699",
"30760","NO24NW 18","Drumend","Standing Stone (Prehistoric)","320175","745824","PERTH AND KINROSS","PERTHSHIRE","RATTRAY","NO 20175 45824","http://canmore.org.uk/site/30760",
"31012","NO25NE 4","Pitmudie","Cup Marked Stone (Neol/bronze Age), Standing Stone(S) (Bronze Age)","327450","756476","ANGUS","ANGUS","LINTRATHEN","NO 27450 56476","http://canmore.org.uk/site/31012",
"31059","NO25SE 21","Shanzie","Standing Stone (Prehistoric)","328170","750090","PERTH AND KINROSS","PERTHSHIRE","ALYTH","NO 2817 5009","http://canmore.org.uk/site/31059",
"31060","NO25SE 22","Drumderrach","Standing Stone (Prehistoric)(Possible), Standing Stone (Prehistoric)","328000","750670","PERTH AND KINROSS","PERTHSHIRE","ALYTH","NO 2800 5067","http://canmore.org.uk/site/31060",
"31853","NO33NE 1","Balluderon","Cup Marked Stone (Prehistoric), Stone Circle (Neol/bronze Age)","338180","738440","ANGUS","ANGUS","TEALING","NO 3818 3844","http://canmore.org.uk/site/31853",
"31955","NO33SE 5","Balgarthno Stone Circle","Stone Circle (Neol/bronze Age)","335330","731610","DUNDEE, CITY OF","ANGUS","DUNDEE (DUNDEE, CITY OF)","NO 3533 3161","http://canmore.org.uk/site/31955",
"32656","NO40SW 1","Lundin Links, Standing Stones Of Lundin","Standing Stone(S) (Prehistoric)","340480","702720","FIFE","FIFE","LARGO","NO 4048 0272","http://canmore.org.uk/site/32656",
"33830","NO45SE 8","Blackgate","Cup And Ring Marked Stone (Prehistoric), Stone Circle (Neol/bronze Age)(Possible), Cinerary Urn","348400","752800","ANGUS","ANGUS","RESCOBIE","NO 484 528","http://canmore.org.uk/site/33830",
"36788","NO87NW 12","Millplough","Cairn (Period Unassigned)","381720","775400","ABERDEENSHIRE","KINCARDINESHIRE","ARBUTHNOTT","NO 8172 7540","http://canmore.org.uk/site/36788",
"36820","NO87NW 7","Ley Of Barras, 'the Moray Stane'","Standing Stone (Prehistoric)","382030","777790","ABERDEENSHIRE","KINCARDINESHIRE","ARBUTHNOTT","NO 8203 7779","http://canmore.org.uk/site/36820",
"37045","NO89NE 14","Auchlee","Stone Circle (Neol/bronze Age)","389342","797054","ABERDEENSHIRE","KINCARDINESHIRE","BANCHORY-DEVENICK","NO 89342 97054","http://canmore.org.uk/site/37045",
"37233","NR15NE 1","Islay, Cultoon","Stone Circle (Neol/bronze Age)","119560","656970","ARGYLL AND BUTE","ARGYLL","KILCHOMAN","NR 1956 5697","http://canmore.org.uk/site/37233",
"39201","NR82NE 11","Arran, Drumadoon, The Doon","Standing Stone (Prehistoric)","188656","629273","NORTH AYRSHIRE","BUTESHIRE","KILMORY","NR 88656 29273","http://canmore.org.uk/site/39201",
"39454","NR89NW 14","Ballymeanoch","Cup Marked Stone (Prehistoric), Standing Stone(S) (Prehistoric)","183370","696410","ARGYLL AND BUTE","ARGYLL","KILMICHAEL GLASSARY","NR 8337 9641","http://canmore.org.uk/site/39454",
"39480","NR89NW 38","Poltalloch","Cist(S) (Period Unassigned), Cup Marked Stone (Prehistoric), Stone Setting(S) (Neol/bronze Age), Beaker, Food Vessel","182120","697350","ARGYLL AND BUTE","ARGYLL","KILMARTIN","NR 8212 9735","http://canmore.org.uk/site/39480",
"39779","NR93SW 9","Arran, Tormore","Chambered Cairn (Neolithic), Cinerary Urn(S), Flake(S) (Pitchstone), Hammer (Stone), Unidentified Flint(S) (Flint)","190314","631056","NORTH AYRSHIRE","BUTESHIRE","KILMORY","NR 90314 31056","http://canmore.org.uk/site/39779",
"39897","NR97SE 2","Bute, Glenvoidean","Chambered Cairn (Neolithic), Corn Drying Kiln (Medieval), Cup Marked Stone (Prehistoric), Short Cist (Bronze Age)","199708","670570","ARGYLL AND BUTE","BUTESHIRE","NORTH BUTE","NR 99708 70570","http://canmore.org.uk/site/39897",
"40133","NS02SW 9","Arran, Kildonan","Standing Stone (Prehistoric), Stone Circle (Prehistoric)(Possible)","203368","620869","NORTH AYRSHIRE","BUTESHIRE","KILMORY","NS 03368 20869","http://canmore.org.uk/site/40133",
"40153","NS03NW 4","Arran, Glensheraig","Stone Circle (Neol/bronze Age)","200170","637230","NORTH AYRSHIRE","BUTESHIRE","KILBRIDE","NS 0017 3723","http://canmore.org.uk/site/40153",
"40216","NS04NW 3","Arran, Mid Sannox","Standing Stone (Prehistoric), Stone Circle (Neol/bronze Age)(Possible)","201433","645782","NORTH AYRSHIRE","BUTESHIRE","KILBRIDE","NS 01433 45782","http://canmore.org.uk/site/40216",
"40258","NS05NE 8","Bute, Blackpark Plantation","Cross Incised Stone (Early Medieval), Standing Stone(S) (Prehistoric), Stone Setting (Neol/bronze Age)","209164","655666","ARGYLL AND BUTE","BUTESHIRE","KINGARTH","NS 09164 55666","http://canmore.org.uk/site/40258",
"43038","NS45SE 3","Moyne Moor","Non Antiquity (Possible)","247730","653330","EAST RENFREWSHIRE","RENFREWSHIRE","NEILSTON (RENFREW)","NS 4773 5333","http://canmore.org.uk/site/43038",
"51756","NT26NW 14","Caiy Stane","Graffiti (19th Century), Standing Stone (Prehistoric)","324243","668357","EDINBURGH, CITY OF","MIDLOTHIAN","EDINBURGH (EDINBURGH, CITY OF)","NT 24243 68357","http://canmore.org.uk/site/51756",
"54016","NT40NE 17","Burgh Hill","Stone Circle (Neol/bronze Age)","347010","606240","SCOTTISH BORDERS, THE","ROXBURGHSHIRE","TEVIOTHEAD","NT 4701 0624","http://canmore.org.uk/site/54016",
"56020","NT55SE 5","Borrowston Rig","Stone Circle (Neol/bronze Age)","355760","652310","SCOTTISH BORDERS, THE","BERWICKSHIRE","LAUDER","NT 5576 5231","http://canmore.org.uk/site/56020",
"56957","NT62NE 1","Harelaw, Fairnington","Stone Circle (Neol/bronze Age)","366000","628000","SCOTTISH BORDERS, THE","ROXBURGHSHIRE","ROXBURGH","NT 66 28","http://canmore.org.uk/site/56957",
"57102","NT62SW 24","Harestanes Cottages","Stone Circle (Neol/bronze Age)","364200","624400","SCOTTISH BORDERS, THE","ROXBURGHSHIRE","ANCRUM","NT 642 244","http://canmore.org.uk/site/57102",
"57472","NT66NE 3","Yadlee","Stone Circle (Neol/bronze Age)","365400","667320","SCOTTISH BORDERS, THE","EAST LOTHIAN","SPOTT (BERWICKSHIRE)","NT 6540 6732","http://canmore.org.uk/site/57472",
"57483","NT66NW 13","Kingside Hill","Enclosed Cremation Cemetery (Bronze Age)(Possible), Stone Setting (Neol/bronze Age)","362630","665030","EAST LOTHIAN","EAST LOTHIAN","WHITTINGEHAME","NT 6263 6503","http://canmore.org.uk/site/57483",
"57547","NT66SW 23","Penshiel Hill","Stone Circle (Neol/bronze Age)(Possible)","363230","664290","EAST LOTHIAN","EAST LOTHIAN","WHITTINGEHAME","NT 6323 6429","http://canmore.org.uk/site/57547",
"60467","NX04NE 33","Kirkmadrine","Stone Circle (Neol/bronze Age)(Possible)","208010","548480","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","STONEYKIRK","NX 0801 4848","http://canmore.org.uk/site/60467",
"60468","NX04NE 34","Clachanmore","Stone Circle (Neol/bronze Age)(Possible)","208300","546700","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","STONEYKIRK","NX 083 467","http://canmore.org.uk/site/60468",
"60544","NX05NE 26","Standing Stones Of Balmennoch","Stone Circle (Neol/bronze Age)","206000","557000","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","INCH","NX 06 57","http://canmore.org.uk/site/60544",
"60999","NX13NW 37","High Curghie","Standing Stone(S) (Prehistoric)","212300","536700","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","KIRKMAIDEN","NX 123 367","http://canmore.org.uk/site/60999",
"61000","NX13NW 38","Clanyard","Standing Stone(S) (Prehistoric)","210000","537000","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","KIRKMAIDEN","NX 10 37","http://canmore.org.uk/site/61000",
"61059","NX13SW 24","Mull Glen, West Cairngaan","Standing Stone (Prehistoric)(Possible)","213390","531260","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","KIRKMAIDEN","NX 1339 3126","http://canmore.org.uk/site/61059",
"61765","NX16SW 8","Standing Stones Of Glenterrow","Stone Circle (Neol/bronze Age)","214530","562510","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","INCH","NX 1453 6251","http://canmore.org.uk/site/61765",
"61770","NX16SW 9","Stepping Stones Of Glenterrow","Dyke (Period Unassigned)","214390","561700","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","INCH","NX 1439 6170","http://canmore.org.uk/site/61770",
"61868","NX17SE 8","Pultadie","Cross Incised Stone (Early Medieval)","218200","570000","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","NEW LUCE","NX 182 700","http://canmore.org.uk/site/61868",
"62181","NX25NW 40","Glenjorrie","Stone Circle (Neol/bronze Age)(Possible)","220600","558100","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","OLD LUCE","NX 206 581","http://canmore.org.uk/site/62181",
"62274","NX25SW 42","Steeps Park, High Gillespie","Stone Circle (Neol/bronze Age)(Possible)","224800","553100","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","OLD LUCE","NX 248 531","http://canmore.org.uk/site/62274",
"62495","NX27SW 4","Laggangarn","Cross Incised Stone(S) (Early Medieval), Standing Stone(S) (Prehistoric)","222230","571660","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","NEW LUCE","NX 2223 7166","http://canmore.org.uk/site/62495",
"62686","NX34NE 2","Longcastle","Standing Stone (Prehistoric)","238240","548100","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","KIRKINNER","NX 3824 4810","http://canmore.org.uk/site/62686",
"62752","NX34SE 10","'the Wren's Egg'","Standing Stone(S) (Prehistoric)","236100","541990","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","GLASSERTON","NX 3610 4199","http://canmore.org.uk/site/62752",
"62753","NX34SE 11","Blairbuy","Standing Stone(S) (Prehistoric)","236170","541590","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","GLASSERTON","NX 3617 4159","http://canmore.org.uk/site/62753",
"62841","NX35NE 12","Torhousekie","Stone Row (Neol/bronze Age)","238370","556500","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","WIGTOWN","NX 3837 5650","http://canmore.org.uk/site/62841",
"62855","NX35NE 25","Torhousekie","Standing Stone(S) (Prehistoric)","238000","556500","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","WIGTOWN","NX 380 565","http://canmore.org.uk/site/62855",
"62860","NX35NE 3","Boreland","Standing Stone(S) (Prehistoric)","235220","558080","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","KIRKCOWAN","NX 3522 5808","http://canmore.org.uk/site/62860",
"63369","NX45NW 45","Glenturk","Standing Stone (Prehistoric)(Possible), Stone Circle (Neol/bronze Age)(Possible)","242400","557900","DUMFRIES AND GALLOWAY","WIGTOWNSHIRE","WIGTOWN","NX 424 579","http://canmore.org.uk/site/63369",
"63666","NX55NW 1","Glenquicken Moor","Stone Circle (Neol/bronze Age)","250790","558300","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","KIRKMABRECK","NX 5079 5830","http://canmore.org.uk/site/63666",
"63669","NX55NW 12","Glenquicken Moor","Stone Circle (Neol/bronze Age)","250740","558330","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","KIRKMABRECK","NX 5074 5833","http://canmore.org.uk/site/63669",
"63682","NX55NW 24","Cauldside Burn","Stone Setting (Neol/bronze Age)","252910","557220","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","ANWOTH","NX 5291 5722","http://canmore.org.uk/site/63682",
"63690","NX55NW 7","Claughreid","Cup And Ring Marked Rock (Prehistoric), Stone Circle (Neol/bronze Age)","251780","556000","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","KIRKMABRECK","NX 5178 5600","http://canmore.org.uk/site/63690",
"63759","NX55SW 8","High Auchenlarie","Cairn (Period Unassigned), Stone Setting (Neol/bronze Age)(Possible)","253950","553420","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","ANWOTH","NX 5395 5342","http://canmore.org.uk/site/63759",
"63926","NX64NE 6","Drummore","Stone Circle (Neol/bronze Age)","268840","545970","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","KIRKCUDBRIGHT","NX 6884 4597","http://canmore.org.uk/site/63926",
"63986","NX64SE 7","Little Balmae","Stone Circle (Neol/bronze Age)(Possible)","269100","544700","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","KIRKCUDBRIGHT","NX 691 447","http://canmore.org.uk/site/63986",
"64176","NX66SE 10","Loch Mannoch","Stone Circle (Neol/bronze Age)(Possible)","266300","561500","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","TONGLAND","NX 663 615","http://canmore.org.uk/site/64176",
"64233","NX67SW 5","Stroan Loch","Stone Circle (Neol/bronze Age)","264000","570900","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","KELLS","NX 640 709","http://canmore.org.uk/site/64233",
"64541","NX75SW 17","Bombie","Stone Circle (Neol/bronze Age)(Possible)","270790","550180","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","KIRKCUDBRIGHT","NX 7079 5018","http://canmore.org.uk/site/64541",
"64766","NX78NW 1","Hole Stone","Standing Stone (Prehistoric)","272550","586970","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","DALRY (STEWARTRY)","NX 7255 8697","http://canmore.org.uk/site/64766",
"64890","NX85NW 9","Buittle Parish","Souterrain (Prehistoric)","280000","559000","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","BUITTLE","NX 80 59","http://canmore.org.uk/site/64890",
"64940","NX86NE 7","Kirkgunzeon","Stone Circle (Neol/bronze Age)","286570","566680","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","KIRKGUNZEON","NX 8657 6668","http://canmore.org.uk/site/64940",
"65729","NX97SW 1","Easthill","Cup Marked Stone (Prehistoric), Stone Circle (Neol/bronze Age)","291930","573880","DUMFRIES AND GALLOWAY","KIRKCUDBRIGHTSHIRE","LOCHRUTTON","NX 9193 7388","http://canmore.org.uk/site/65729",
"67223","NY28SW 3","Seven Brethren","Stone Circle (Neol/bronze Age)","321710","582690","DUMFRIES AND GALLOWAY","DUMFRIES-SHIRE","TUNDERGARTH","NY 2171 8269","http://canmore.org.uk/site/67223",
"67441","NY36NW 25","Lochmaben Stone","Standing Stone(S) (Prehistoric)","331230","566000","DUMFRIES AND GALLOWAY","DUMFRIES-SHIRE","GRETNA","NY 3123 6600","http://canmore.org.uk/site/67441",
"80693","NJ12NE 18","Nethertown","Pen (Period Unassigned)(Possible), Stone Circle (Neol/bronze Age)(Possible)","318520","829130","MORAY","BANFFSHIRE","INVERAVON","NJ 1852 2913","http://canmore.org.uk/site/80693",
"84377","NF97NW 7","North Uist, Beinn A' Chaolcais","Stone Circle (Neol/bronze Age)(Possible)","90506","878026","WESTERN ISLES","INVERNESS-SHIRE","NORTH UIST","NF 90506 78026","http://canmore.org.uk/site/84377",
"84620","NN93NW 121","Tomnagairn","Cup Marked Stone (Prehistoric)","294780","739520","PERTH AND KINROSS","PERTHSHIRE","LITTLE DUNKELD","NN 9478 3952","http://canmore.org.uk/site/84620",
"105087","NG97NW 9","Ardlair","Building (Period Unassigned)(Possible)","190150","875560","HIGHLAND","ROSS AND CROMARTY","GAIRLOCH","NG 9015 7556","http://canmore.org.uk/site/105087",
"106117","NJ70NW 430","Craigenlow Quarry","Quarry (Period Unassigned)","373150","809350","ABERDEENSHIRE","ABERDEENSHIRE","ECHT","NJ 7315 0935","http://canmore.org.uk/site/106117",
"109197","NR92NW 28","Arran, Glenree","Four Poster Stone Circle(S) (Bronze Age), Standing Stone (Prehistoric)","194823","626853","NORTH AYRSHIRE","BUTESHIRE","KILMORY","NR 94823 26853","http://canmore.org.uk/site/109197",
"132096","NJ51NE 144","Crookmore","Barrow (Prehistoric)(Possible)","358600","818700","ABERDEENSHIRE","ABERDEENSHIRE","TULLYNESSLE AND FORBES","NJ 586 187","http://canmore.org.uk/site/132096",
"138717","NJ50NW 61","Hillhead","Recumbent Stone Circle (Bronze Age), Unidentified Pottery(S), Worked Object(S) (Quartz), Worked Object(S) (Flint)","350720","807140","ABERDEENSHIRE","ABERDEENSHIRE","TARLAND","NJ 5072 0714","http://canmore.org.uk/site/138717",
"274737","NO89NW 70","Corsehill","Recumbent Stone Circle (Modern)","382130","795800","ABERDEENSHIRE","KINCARDINESHIRE","DURRIS","NO 8213 9580","http://canmore.org.uk/site/274737",
"303053","NJ44SE 101","Brownhill, Newtonhill","Stone (Period Unassigned)","345000","841000","ABERDEENSHIRE","ABERDEENSHIRE","GLASS","NJ 45 41","http://canmore.org.uk/site/303053",
"303054","NJ44SW 113","Greystone","Stone (Period Unassigned)","343000","841400","ABERDEENSHIRE","ABERDEENSHIRE","GLASS","NJ 430 414","http://canmore.org.uk/site/303054",
"304497","NJ42SE 138","Mill Of Birkenbower","Recumbent Stone Circle (Modern)","346418","820974","ABERDEENSHIRE","ABERDEENSHIRE","AUCHINDOIR AND KEARN","NJ 46418 20974","http://canmore.org.uk/site/304497",
"320490","NS56NE 5025","Glasgow, Sighthill Park, Stone Circle","Commemorative Monument (Period Unassigned), Stone Circle (20th Century)","259691","666443","GLASGOW, CITY OF","LANARKSHIRE","GLASGOW (CITY OF GLASGOW)","NS 59691 66443","http://canmore.org.uk/site/320490",
"351984","NJ54NE 53","North Redhill","Stone Circle (Neol/bronze Age)","356100","846800","MORAY","BANFFSHIRE","ROTHIEMAY","NJ 5610 4680","http://canmore.org.uk/site/351984",
"2634","HY42NW 2","Rousay, Taversoe Tuick","Chambered Cairn (Neolithic)","342570","1027610","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 4257 2761","http://canmore.org.uk/site/2634",
"8307","ND15NW 17","Benachie","Cairn(S) (Period Unassigned)","314530","955750","HIGHLAND","CAITHNESS","HALKIRK","ND 1453 5575","http://canmore.org.uk/site/8307",
"9589","ND49SE 13","South Ronaldsay, Manse","Souterrain (Prehistoric)(Possible)","347300","991500","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 473 915","http://canmore.org.uk/site/9589",
"9697","NF19NW 7","St Kilda, Hirta, Village Bay, House Of The Fairies","Souterrain (Prehistoric), Spearhead (Iron)(Viking)","10019","899409","WESTERN ISLES","INVERNESS-SHIRE","HARRIS","NF 10019 99409","http://canmore.org.uk/site/9697",
"11539","NG56SW 8","Skye, Lonfearn","Cairn(S) (Period Unassigned)(Possible), Hut Circle(S) (Prehistoric)(Possible)","151000","862000","HIGHLAND","INVERNESS-SHIRE","KILMUIR","NG 51 62","http://canmore.org.uk/site/11539",
"12886","NH56NE 5","Mains Of Assynt","Cairn (Period Unassigned), Cist (Period Unassigned)","259060","867040","HIGHLAND","ROSS AND CROMARTY","ALNESS","NH 5906 6704","http://canmore.org.uk/site/12886",
"13099","NH62NW 3","Dhuallow","Chambered Cairn (Neolithic)","264400","826700","HIGHLAND","INVERNESS-SHIRE","DAVIOT AND DUNLICHITY","NH 644 267","http://canmore.org.uk/site/13099",
"13200","NH63SE 2","Croftcroy","Chambered Cairn (Neolithic)","268350","833180","HIGHLAND","INVERNESS-SHIRE","DAVIOT AND DUNLICHITY","NH 6835 3318","http://canmore.org.uk/site/13200",
"13436","NH64NE 8","Macbeth's Castle","Castle (Medieval)","267370","845580","HIGHLAND","INVERNESS-SHIRE","INVERNESS AND BONA","NH 6737 4558","http://canmore.org.uk/site/13436",
"13506","NH64SE 24","Druidtemple","Torc (Gold)","268500","842000","HIGHLAND","INVERNESS-SHIRE","INVERNESS AND BONA","NH 685 420","http://canmore.org.uk/site/13506",
"13508","NH64SE 26","Culduthel","Ring Cairn (Neol/bronze Age)","266190","841760","HIGHLAND","INVERNESS-SHIRE","INVERNESS AND BONA","NH 6619 4176","http://canmore.org.uk/site/13508",
"13509","NH64SE 27","Druidtemple","Cist (Period Unassigned), Food Vessel (Possible)","268490","842050","HIGHLAND","INVERNESS-SHIRE","INVERNESS AND BONA","NH 6849 4205","http://canmore.org.uk/site/13509",
"13510","NH64SE 28","Druidtemple","Cist(S) (Period Unassigned), Cinerary Urn(S)","268500","842000","HIGHLAND","INVERNESS-SHIRE","INVERNESS AND BONA","NH 685 420","http://canmore.org.uk/site/13510",
"13778","NH67SW 15","Moultavie","Cairn(S) (Period Unassigned), Cist(S) (Period Unassigned)","263000","871000","HIGHLAND","ROSS AND CROMARTY","ALNESS","NH 63 71","http://canmore.org.uk/site/13778",
"14151","NH74NE 16","Cantraybruich","Chambered Cairn (Neolithic)","277810","845940","HIGHLAND","INVERNESS-SHIRE","CROY AND DALCROSS (INVERNESS)","NH 7781 4594","http://canmore.org.uk/site/14151",
"14161","NH74NE 25","Dalgrambich","Cairn (Period Unassigned)(Possible)","279070","847200","HIGHLAND","INVERNESS-SHIRE","CROY AND DALCROSS (INVERNESS)","NH 7907 4720","http://canmore.org.uk/site/14161",
"14196","NH74NW 12","Cullernie","Cairn (Period Unassigned)","272600","847700","HIGHLAND","INVERNESS-SHIRE","INVERNESS AND BONA","NH 726 477","http://canmore.org.uk/site/14196",
"14197","NH74NW 13","Cullernie","Ring Cairn (Neol/bronze Age)(Possible)","273200","847500","HIGHLAND","INVERNESS-SHIRE","PETTY","NH 732 475","http://canmore.org.uk/site/14197",
"14218","NH74NW 3","Old Petty","Motte (Medieval), Natural Feature (Period Unknown)","273830","849870","HIGHLAND","INVERNESS-SHIRE","PETTY","NH 7383 4987","http://canmore.org.uk/site/14218",
"14264","NH74SE 16","Mains Of Clava South-east","Ring Cairn (Bronze Age)","276050","844570","HIGHLAND","INVERNESS-SHIRE","CROY AND DALCROSS (INVERNESS)","NH 7605 4457","http://canmore.org.uk/site/14264",
"14282","NH74SE 7","Milton Of Clava","Burial Ground (Period Unassigned), Chapel (Period Unassigned), Ring Cairn (Neol/bronze Age)(Possible)","275220","843930","HIGHLAND","INVERNESS-SHIRE","CROY AND DALCROSS (INVERNESS)","NH 7522 4393","http://canmore.org.uk/site/14282",
"14311","NH74SW 8","Leanach","Chambered Cairn (Neolithic)","274240","844340","HIGHLAND","INVERNESS-SHIRE","DAVIOT AND DUNLICHITY","NH 7424 4434","http://canmore.org.uk/site/14311",
"14730","NH78SW 11","Edderton","Encampment (Period Unassigned)","271000","884000","HIGHLAND","ROSS AND CROMARTY","EDDERTON","NH 71 84","http://canmore.org.uk/site/14730",
"15387","NH91NW 13","Avielochan","Fort (Prehistoric)","290518","817230","HIGHLAND","INVERNESS-SHIRE","DUTHIL AND ROTHIEMURCHUS","NH 90518 17230","http://canmore.org.uk/site/15387",
"15486","NH94NE 5","Lethen Bar","Cairn (Period Unassigned)","295580","849460","HIGHLAND","NAIRN","ARDCLACH","NH 9558 4946","http://canmore.org.uk/site/15486",
"16015","NJ13NE 8","Cragganmore","Chambered Cairn (Neolithic)","317080","836450","MORAY","BANFFSHIRE","INVERAVON","NJ 1708 3645","http://canmore.org.uk/site/16015",
"16160","NJ16NW 22","Tappoch","Cairn (Period Unassigned), Cist (Period Unassigned), Inhumation(S) (Period Unassigned), Necklace (Jet)","314400","867300","MORAY","MORAYSHIRE","DUFFUS","NJ 144 673","http://canmore.org.uk/site/16160",
"16231","NJ16SE 4","Quarry Wood","Henge (Neol/bronze Age)","318580","863060","MORAY","MORAYSHIRE","SPYNIE","NJ 1858 6306","http://canmore.org.uk/site/16231",
"16578","NJ26SE 60","Urquhart","Axe Hammer","320000","860000","MORAY","MORAYSHIRE","URQUHART","NJ 2 6","http://canmore.org.uk/site/16578",
"16865","NJ34SW 3","Dufftown, King's Grave","Burial Ground (Period Unassigned), Grave (Period Unassigned)","332320","840610","MORAY","BANFFSHIRE","MORTLACH","NJ 3232 4061","http://canmore.org.uk/site/16865",
"17152","NJ41SW 20","Towie Parish","Cup Marked Rock (Prehistoric)","","","ABERDEENSHIRE","ABERDEENSHIRE","TOWIE","NJ  ","http://canmore.org.uk/site/17152",
"17312","NJ44SE 11","Glenshee","Cairn (Period Unassigned)","345020","842160","ABERDEENSHIRE","ABERDEENSHIRE","GLASS","NJ 4502 4216","http://canmore.org.uk/site/17312",
"17332","NJ44SW 4","Glenshee","Cairn (Period Unassigned), Cist (Period Unassigned), Beaker","344960","842330","ABERDEENSHIRE","ABERDEENSHIRE","GLASS","NJ 4496 4233","http://canmore.org.uk/site/17332",
"17333","NJ44SW 5","Glenshee","Enclosure (Period Unassigned), Long Cairn (Neolithic)","344450","842170","ABERDEENSHIRE","ABERDEENSHIRE","GLASS","NJ 4445 4217","http://canmore.org.uk/site/17333",
